time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],duV[unit=""]
2012-02-06T18:00:00Z,44.2081,86.1061,-2.531328937038779E-4
2012-02-06T21:00:00Z,44.2081,86.1061,-1.7001778178382665E-4
2012-02-07T00:00:00Z,44.2081,86.1061,-9.840343409450725E-5
2012-02-07T03:00:00Z,44.2081,86.1061,-3.538612509146333E-5
2012-02-07T06:00:00Z,44.2081,86.1061,-2.2512636860483326E-5
2012-02-07T09:00:00Z,44.2081,86.1061,-1.5853527656872757E-5
2012-02-07T12:00:00Z,44.2081,86.1061,1.531813722976949E-5
2012-02-07T15:00:00Z,44.2081,86.1061,4.6973273128969595E-5
2012-02-07T18:00:00Z,44.2081,86.1061,3.4789100027410313E-5
2012-02-07T21:00:00Z,44.2081,86.1061,8.360961510334164E-5
2012-02-08T00:00:00Z,44.2081,86.1061,1.7365053645335138E-4
2012-02-08T03:00:00Z,44.2081,86.1061,2.4237143225036561E-4
2012-02-08T06:00:00Z,44.2081,86.1061,2.6448245625942945E-4
2012-02-08T09:00:00Z,44.2081,86.1061,2.830980811268091E-4
2012-02-08T12:00:00Z,44.2081,86.1061,2.8351094806566834E-4
2012-02-08T15:00:00Z,44.2081,86.1061,2.4425852461718023E-4
2012-02-08T18:00:00Z,44.2081,86.1061,2.5238393573090434E-4
2012-02-08T21:00:00Z,44.2081,86.1061,3.8434177986346185E-4
2012-02-09T00:00:00Z,44.2081,86.1061,5.532846553251147E-4
2012-02-09T03:00:00Z,44.2081,86.1061,6.661827792413533E-4
2012-02-09T06:00:00Z,44.2081,86.1061,6.904629990458488E-4
2012-02-09T09:00:00Z,44.2081,86.1061,6.89576962031424E-4
2012-02-09T12:00:00Z,44.2081,86.1061,6.69531524181366E-4
2012-02-09T15:00:00Z,44.2081,86.1061,6.137196905910969E-4
2012-02-09T18:00:00Z,44.2081,86.1061,5.098723340779543E-4
2012-02-09T21:00:00Z,44.2081,86.1061,4.370530368760228E-4
2012-02-10T00:00:00Z,44.2081,86.1061,3.8706831401214004E-4
2012-02-10T03:00:00Z,44.2081,86.1061,3.496093559078872E-4
2012-02-10T06:00:00Z,44.2081,86.1061,3.4925833460874856E-4
2012-02-10T09:00:00Z,44.2081,86.1061,3.986705560237169E-4
2012-02-10T12:00:00Z,44.2081,86.1061,3.934933338314295E-4
2012-02-10T15:00:00Z,44.2081,86.1061,2.9430899303406477E-4
2012-02-10T18:00:00Z,44.2081,86.1061,2.1478283451870084E-4
2012-02-10T21:00:00Z,44.2081,86.1061,2.1789873426314443E-4
2012-02-11T00:00:00Z,44.2081,86.1061,2.083832659991458E-4
2012-02-11T03:00:00Z,44.2081,86.1061,1.8620016635395586E-4
2012-02-11T06:00:00Z,44.2081,86.1061,1.4335026207845658E-4
2012-02-11T09:00:00Z,44.2081,86.1061,8.222613541875035E-5
2012-02-11T12:00:00Z,44.2081,86.1061,4.56391944680945E-6
2012-02-11T15:00:00Z,44.2081,86.1061,-8.498228271491826E-5
2012-02-11T18:00:00Z,44.2081,86.1061,-1.6314089589286596E-4
2012-02-11T21:00:00Z,44.2081,86.1061,-2.0420995133463293E-4
2012-02-12T00:00:00Z,44.2081,86.1061,-2.6152702048420906E-4
2012-02-12T03:00:00Z,44.2081,86.1061,-3.064131597056985E-4
2012-02-12T06:00:00Z,44.2081,86.1061,-3.246936248615384E-4
2012-02-12T09:00:00Z,44.2081,86.1061,-3.3548090141266584E-4
2012-02-12T12:00:00Z,44.2081,86.1061,-3.719585947692394E-4
2012-02-12T15:00:00Z,44.2081,86.1061,-4.12897759815678E-4
2012-02-12T18:00:00Z,44.2081,86.1061,-4.12455148762092E-4
2012-02-12T21:00:00Z,44.2081,86.1061,-3.309143357910216E-4
2012-02-13T00:00:00Z,44.2081,86.1061,-2.3095081269275397E-4
2012-02-13T03:00:00Z,44.2081,86.1061,-1.3678490358870476E-4
2012-02-13T06:00:00Z,44.2081,86.1061,-4.221880226396024E-5
2012-02-13T09:00:00Z,44.2081,86.1061,3.096796717727557E-5
2012-02-13T12:00:00Z,44.2081,86.1061,2.7127813154947944E-5
2012-02-13T15:00:00Z,44.2081,86.1061,-5.239771417109296E-5
2012-02-13T18:00:00Z,44.2081,86.1061,-1.0004912473959848E-4
2012-02-13T21:00:00Z,44.2081,86.1061,-5.7503832067595795E-5
2012-02-14T00:00:00Z,44.2081,86.1061,1.983205038413871E-5
2012-02-14T03:00:00Z,44.2081,86.1061,1.1538349644979462E-4
2012-02-14T06:00:00Z,44.2081,86.1061,1.8221839854959399E-4
2012-02-14T09:00:00Z,44.2081,86.1061,2.152432716684416E-4
2012-02-14T12:00:00Z,44.2081,86.1061,1.784528576536104E-4
2012-02-14T15:00:00Z,44.2081,86.1061,9.52416958170943E-5
2012-02-14T18:00:00Z,44.2081,86.1061,2.176870111725293E-5
2012-02-14T21:00:00Z,44.2081,86.1061,4.090420770808123E-5
2012-02-15T00:00:00Z,44.2081,86.1061,1.0316861153114587E-4
2012-02-15T03:00:00Z,44.2081,86.1061,1.4078267849981785E-4
2012-02-15T06:00:00Z,44.2081,86.1061,1.7093500355258584E-4
2012-02-15T09:00:00Z,44.2081,86.1061,2.3510499158874154E-4
2012-02-15T12:00:00Z,44.2081,86.1061,2.8755655512213707E-4
2012-02-15T15:00:00Z,44.2081,86.1061,2.9274000553414226E-4
2012-02-15T18:00:00Z,44.2081,86.1061,2.8128293342888355E-4
2012-02-15T21:00:00Z,44.2081,86.1061,2.8025679057464004E-4
2012-02-16T00:00:00Z,44.2081,86.1061,2.3423769744113088E-4
2012-02-16T03:00:00Z,44.2081,86.1061,2.108326880261302E-4
2012-02-16T06:00:00Z,44.2081,86.1061,2.0735044381581247E-4
2012-02-16T09:00:00Z,44.2081,86.1061,2.1594298596028239E-4
2012-02-16T12:00:00Z,44.2081,86.1061,1.6753407544456422E-4
